Date,Location,MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,WindDir9am,WindDir3pm,RainTomorrow
2022-01-01,CityA,-8.41734654628337,19.894449642088652,18.797775332796306,42.62737106229852,11.010633611924511,36.37282965530737,50.508742118481564,1018.2840329009987,1004.5795064006412,20.59430476627132,26.173667708432635,W,N,0
2022-01-02,CityA,-9.07715589259618,15.189071874453553,27.791478201902603,46.89826157169471,8.147310484256646,76.55263526818158,33.9741103189689,1024.6172931800154,1002.56607206478,9.72543206866243,22.353143528531767,E,N,0
2022-01-03,CityB,3.176217840731736,31.186867853865074,0.5734828328929209,4.255174305989268,10.427540429474824,78.47743968654115,70.7197985413236,1008.557330269203,1023.6775639988613,16.735871553851098,25.506970427521072,W,S,1
2022-01-04,CityA,18.36936657736415,37.450763723749674,14.305304049534513,19.27987962566667,17.931493169380204,76.06587706286027,63.62976858440831,1007.1763326410265,1022.6989852480979,23.008072911964,23.605000052840694,S,N,0
2022-01-05,CityA,24.554664526023053,21.087057414407482,20.63166127291682,3.551744452200106,3.9258860462213407,36.83795322715447,78.84567046333109,1023.609273981436,1008.7194982967846,18.235893513531913,28.49490929840248,S,W,0
2022-01-06,CityA,-4.735408811376514,38.175863619907666,21.681208730946853,10.53965507750143,0.4512902341069447,68.63447742406589,29.341555865355975,1001.691455615597,1020.3858159846312,14.887226904589255,27.6484154427905,S,S,1
2022-01-07,CityB,10.79457503732473,16.50668475723902,20.77597294611324,11.468288851883617,17.23329769398202,80.05948774496392,33.539874983123305,1011.0814794274776,1008.5697043290289,13.058461452023591,23.354747295215482,W,S,1
2022-01-08,CityA,3.3311799820857537,38.36090067013786,4.033053882243656,23.455360552378934,11.54234164775813,64.64120407318006,32.70788899289016,1015.1742766777699,1007.7316705421753,20.25984666610134,26.972575521492672,N,N,0
2022-01-09,CityB,23.94700392351111,23.790567180990863,8.981867651150438,13.428108372682129,17.81316910923685,68.78444251368535,67.5523860572802,1016.8104602305098,999.7028884279788,28.477717457756015,31.83899005681532,S,E,0
2022-01-10,CityA,19.474162309749804,17.53552071123041,10.761465762510404,5.048905340888055,11.938904468263452,57.501808765578375,31.21443778700709,1021.8584547037833,1007.7921816947592,21.793621011937084,20.806782194704216,N,E,0
2022-01-11,CityA,19.341504664889825,27.146793979658142,24.13311623038515,8.374554454705386,16.20322179919405,61.72243919304316,23.999589789398364,1010.6453717029198,1011.1225081579942,6.868647590907887,20.319076818719843,N,E,1
2022-01-12,CityA,6.4042605928239595,21.4194141930127,8.36279617243659,7.363778177604546,8.593467267102959,32.06261150110351,79.91364839513773,1018.3805303402382,995.6751298228606,16.517124337053346,29.106140521309502,E,E,0
2022-01-13,CityA,4.518682581818281,22.12182254904807,6.321148916016095,48.653839895614915,14.997198625765375,68.33778131839708,21.48903268670895,1017.5612626837287,1008.3233901552622,27.270603287765688,24.56384592604985,W,W,1
2022-01-14,CityA,-0.43075248242528197,22.682249123157163,28.723440571142884,37.96462534592368,18.26082933779712,34.88683277346955,70.11464360953194,1016.4284830196124,1018.4406865518561,7.361560645027172,11.775169505564714,S,S,0
2022-01-15,CityA,-8.026857617217551,35.075647445816585,0.265898553404067,48.3880732634781,11.442459274444126,56.10087566041341,41.92201049303917,1019.2144987942663,1015.4013816912282,29.721892803438582,32.302800392277035,N,E,0
2022-01-16,CityA,20.265283168926864,28.47903191688136,29.934625670459347,21.987024325395428,3.6157030112475907,47.55930586004447,70.49692758546891,1007.7834751320423,1014.054709665918,28.72673484113553,10.769577555941003,W,W,1
2022-01-17,CityA,18.451535319552715,22.782692478900092,20.304638965721868,13.91842408313283,5.375952300603963,62.72567701270278,53.2772294726687,1002.5394626075389,1022.2866628531161,6.9568620182468965,28.709908905243577,W,S,0
2022-01-18,CityB,24.99011856501457,30.25834458277296,24.854078983473514,39.91465986045933,3.9728915379481156,38.00498013139243,74.0978737691816,1003.5781501611923,995.5409602947569,28.335333011238873,28.96985356760782,S,N,0
2022-01-19,CityB,24.882289297586688,32.90376685557984,8.838581890385795,16.31269590205734,4.937140551914658,71.4986041183991,75.5715791848776,1006.737471479617,1011.7114275857671,14.078314756486556,33.82777713204826,E,N,0
2022-01-20,CityA,9.440109696091959,21.815600018338344,0.42945833001179934,14.969168685267414,6.128308987020727,77.70069221570822,20.54589087684656,1015.0059380656836,1018.6204654522912,26.117729176896564,11.35336021005802,E,W,1
2022-01-21,CityB,16.914559531317867,25.33872753813379,22.136085556845902,11.62529961039156,11.10267573506377,39.80126698458939,24.524730559567296,1025.2132825163806,1011.240061481038,15.459583442831788,24.921421519612274,N,S,0
2022-01-22,CityA,23.06680054588498,18.04715233342369,25.02433791002027,6.483948911211767,11.759832589276655,36.25878524111293,35.02152377425133,1021.0388002626515,1004.7168665774113,16.021377817562897,20.696014265676325,E,E,0
2022-01-23,CityB,19.7376586737094,19.52873373836701,22.214283958605574,12.823153050838298,8.529994944837222,38.73092896724155,60.1589249818101,1023.6712181260614,999.0875169527593,20.856077274438565,18.26582387148855,E,S,1
2022-01-24,CityA,-1.3428164389880823,32.02794634912457,4.285508619025158,17.765987423694384,12.308415596416708,82.6276537139101,73.29633179069036,1010.5292687177828,1021.6268921544857,24.361935481899582,12.257964007476826,E,E,1
2022-01-25,CityA,5.769044735853273,19.535958692390672,22.60283766770907,33.69971040728652,1.6314985122273185,61.69135570538137,47.59651707763777,1012.1396122494565,1009.1228717716281,5.8447287737062155,24.06635299178273,W,W,0
2022-01-26,CityA,-5.479420469697676,28.129084591676502,23.06768346322923,3.128242110972579,1.7557647411631994,58.03565976045016,56.41838697645593,1011.8104565797183,1021.343455909571,19.828899888178356,21.97601814186534,S,E,0
2022-01-27,CityB,23.39178595405528,32.72615654306082,19.756215470101647,10.525346983267148,3.436589207153169,36.402709146141255,31.30999116773367,1005.756195532135,1012.575563672995,9.668324852434274,12.613861453775606,W,W,1
2022-01-28,CityA,11.216112205780803,17.671923077368596,22.983477983867587,40.45118201458382,10.361549960806895,68.97336040541771,68.29801003290112,1001.8364997443072,1015.2257634984501,13.648737946580074,25.312237677427085,W,S,0
2022-01-29,CityA,-1.9975018073788053,29.182805490722586,25.377643190331966,7.346096179188538,4.279893573966271,82.07997551370539,78.03968668120818,1017.7274827848169,1019.1278346313535,13.699216653880413,28.448828006323463,S,S,0
2022-01-30,CityB,13.509523954204987,21.414069592534094,18.40812342712375,17.132257326126076,5.665688069851546,79.69115215940718,36.115935974875846,1029.6765005026175,1014.7746663380041,16.72650850552884,29.181957526341208,W,E,1
2022-01-31,CityA,11.634488416026354,39.0731718809395,2.658141419090372,43.23294609290701,8.006256723459881,67.56328253884809,49.68955709603278,1005.0048911485079,1006.9416452203682,13.353410296904334,32.634329706560685,N,S,0
